date,target_length,forecast_length,NIIEE_1,NIIEE_2,NIIEE_3,NIIEE_4,NIIEE_5,NIIEE_6,target_area0,target_area1,target_area2,target_area3,target_area4,target_area5,target_area6,forecast_area0,forecast_area1,forecast_area2,forecast_area3,forecast_area4,forecast_area5,forecast_area6
2022-08-08,6549.307463168008,3418.6248173426206,40.952376187968866,32.08879012661301,28.163910679926143,32.02877667941597,23.42604906854328,0.788976785817177,2103423.0,136699.0,29703.0,31263.0,34878.0,517736.0,996.0,2066004.0,154594.0,41212.0,29273.0,53139.0,510340.0,136.0
2022-08-09,5219.999671854556,3227.6775951912587,24.574768180846092,29.84751537673644,21.915828220935033,25.093016355648775,20.587525466598432,0.7400210423984241,2101994.0,154436.0,27862.0,25952.0,34710.0,508780.0,964.0,2090533.0,141022.0,43469.0,33385.0,38940.0,507238.0,111.0
2022-08-12,3891.407609293689,3045.013598266822,31.217163724478343,29.505189148431104,27.17553109505724,29.742857482299577,29.602417103195478,0.39717301782833164,2107141.0,121862.0,31748.0,40307.0,52428.0,500639.0,573.0,2092373.0,111154.0,48784.0,33265.0,50775.0,518239.0,108.0
2022-08-15,3503.921281898892,3456.465437776181,28.592657436428954,26.762073923863095,21.0354945956756,27.136839052419884,23.78557396051782,0.3501411377381549,2131570.0,121522.0,26853.0,31826.0,46519.0,495850.0,558.0,2116572.0,114618.0,39370.0,48863.0,45977.0,489273.0,25.0
2022-08-16,4613.582320230551,2965.918143837315,31.54066799932571,34.73831112593569,33.35368868953797,33.166494610149094,23.910514573219128,0.35536187529888275,2164395.0,99777.0,46671.0,36003.0,33532.0,473741.0,579.0,2121627.0,105617.0,40121.0,40088.0,46849.0,500396.0,0.0
2022-08-19,4711.915364713298,2839.3262607452716,34.166399422224316,26.97783334445631,27.03996500293516,34.18176531625672,37.66648284986619,0.6861205726642884,2150182.0,94673.0,51757.0,46343.0,49832.0,460884.0,1027.0,2145497.0,106453.0,39248.0,45009.0,43862.0,474629.0,0.0
2022-08-22,5408.734736590879,3116.166881178849,29.04098579150969,26.558189160951358,40.68288399716168,40.061313805060074,26.938657013964228,0.2487674423545676,2139151.0,74295.0,68221.0,62019.0,50220.0,460618.0,174.0,2108787.0,104250.0,52907.0,47165.0,62506.0,478698.0,385.0
2022-08-23,5840.889065523456,3169.102956041916,24.291478221312204,23.51635323733363,32.11884508080126,29.522620400421296,29.777612416427342,0.6514348269607174,2104889.0,87491.0,49753.0,62620.0,79024.0,470232.0,689.0,2105743.0,95121.0,48195.0,54583.0,62900.0,487776.0,380.0
2022-08-26,5024.862586864694,3480.5426022424544,29.105007664909564,33.267377607553804,22.84791763654315,28.305146856792266,27.298392157131335,0.2636124661724209,2105494.0,111470.0,26510.0,44117.0,61153.0,505421.0,533.0,2089525.0,90940.0,50252.0,55446.0,75317.0,493054.0,164.0
2022-08-29,6374.637369589143,3166.569947452921,25.288074103533695,34.69513070261307,29.160781472013717,29.674346714695076,26.371727154067262,0.17746869924610265,2086477.0,135119.0,34012.0,39542.0,31876.0,527178.0,494.0,2099501.0,99611.0,42150.0,43883.0,56786.0,512557.0,210.0
