date,rmse,NIIEE_1,NIIEE_2,NIIEE_3,NIIEE_4,NIIEE_5,NIIEE_6,target_area0,target_area1,target_area2,target_area3,target_area4,target_area5,target_area6,forecast_area0,forecast_area1,forecast_area2,forecast_area3,forecast_area4,forecast_area5,forecast_area6
2022-01-03,0.3742805385309892,16.206821093853367,22.928273475792338,27.39982112834565,29.988425941625085,37.932201442492314,7.3829552837289025,1172614.0,103654.0,78643.0,65455.0,159057.0,1235816.0,39459.0,1173855.0,100949.0,92831.0,64907.0,114760.0,1283044.0,24352.0
2022-01-04,0.3718264443553882,18.961234626116674,23.08162939382652,24.597285963881205,24.716761453324903,31.510474212269504,8.635015518638243,1167772.0,102109.0,73306.0,52743.0,113725.0,1306532.0,38511.0,1145001.0,101112.0,86918.0,58110.0,141460.0,1300244.0,21853.0
2022-01-05,0.4099774717749312,22.03398891041083,25.634316534726107,27.37654079164216,26.386117592982814,26.606570534877637,8.768455199871582,1160270.0,102481.0,81464.0,56540.0,96954.0,1318556.0,38433.0,1135660.0,103302.0,80523.0,60287.0,137560.0,1317390.0,19976.0
2022-01-10,0.4017665665423447,15.773057509614958,21.287060341890445,21.68145894771972,21.61939439126717,24.862267465912797,9.060342720738515,1185852.0,149040.0,84554.0,50067.0,84192.0,1258616.0,42377.0,1194330.0,135537.0,78165.0,51271.0,84453.0,1291094.0,19848.0
2022-01-11,0.4251784809429802,21.988755879414985,17.929304084915138,20.433817607514488,26.14605123199277,26.207291444602703,6.4601385198582175,1254832.0,115429.0,65726.0,43963.0,66045.0,1294144.0,14559.0,1217000.0,140855.0,83618.0,58611.0,66195.0,1264813.0,23606.0
2022-01-12,0.49835913076026067,65.07718055568144,31.629091487088573,25.092421994858288,26.274134903494712,23.138200020163755,9.380971611135285,1017372.0,256425.0,180515.0,47038.0,70038.0,1234679.0,48631.0,1201620.0,140569.0,94241.0,57821.0,63418.0,1272374.0,24655.0
2022-01-18,0.5155719711458565,31.328881593457393,36.395247547464045,41.259144074428725,42.08922663186485,37.30404483017428,9.388519959967132,1179045.0,143827.0,87797.0,94218.0,93214.0,1214340.0,42257.0,1159910.0,133243.0,119512.0,67486.0,61074.0,1287762.0,25711.0
2022-01-19,0.459681156019018,34.51896186527033,35.56369519578909,33.56562173942777,39.58960778526407,32.18005044835052,8.051405944066126,1133995.0,140464.0,83764.0,116028.0,101820.0,1233387.0,45240.0,1151839.0,118134.0,92292.0,67525.0,121406.0,1275407.0,28095.0
2022-01-24,0.7191353002250909,38.77480783159507,39.17420602333165,63.78377128093413,71.7681369337581,69.79073607657182,5.664337918442239,1241986.0,208393.0,203037.0,76118.0,111646.0,974734.0,38784.0,1264156.0,178234.0,119888.0,62215.0,105570.0,1094541.0,30094.0
2022-01-25,0.6316518508329627,30.27891090667815,35.75560627408885,50.26727257000547,51.588875387078566,52.51247656993347,5.0701624772866145,1250938.0,175489.0,201124.0,84344.0,129861.0,971578.0,41364.0,1244059.0,176584.0,141125.0,68973.0,126347.0,1067561.0,30049.0
2022-01-26,0.6248919844952402,33.40081985281715,47.37131151858145,59.26954190199525,51.045054374940115,45.00306684301492,8.725847152298613,1187685.0,180525.0,171642.0,111717.0,172751.0,1018437.0,11941.0,1240937.0,168628.0,118436.0,100418.0,122523.0,1072148.0,31608.0
2022-01-31,0.4906661926499522,34.343320917623274,29.890271514022402,24.483728445019967,27.155923690579797,35.438303098557974,7.938712212626381,1249038.0,94164.0,84949.0,45276.0,159803.0,1183595.0,37873.0,1186078.0,132648.0,97685.0,56123.0,115351.0,1249036.0,17777.0
2022-02-01,0.45353297650995694,20.207456113701948,26.12093158522709,24.9773990466027,24.411091586760378,35.5984813686952,8.846088791243432,1201436.0,118642.0,74224.0,68013.0,130831.0,1219774.0,41778.0,1195984.0,128515.0,90583.0,56789.0,113059.0,1251884.0,17884.0
2022-02-02,0.43379877455351495,17.513309914795187,22.108780012673623,24.879516329692734,22.63889180423279,33.04211673151295,7.064186345945794,1198603.0,122746.0,63626.0,73991.0,116607.0,1237243.0,41882.0,1215454.0,111864.0,85546.0,43180.0,99903.0,1276027.0,22724.0
2022-02-07,0.5077189981986833,27.12393192353198,22.760807228663147,29.838428804834656,36.06977691413641,43.60836471800977,6.777569099693049,1271744.0,171055.0,64267.0,54975.0,113626.0,1160794.0,18237.0,1281159.0,152853.0,98016.0,51141.0,55188.0,1193250.0,23091.0
2022-02-08,0.5237079270288613,27.549254682409796,25.10678908828984,29.780369691908977,33.83165945799493,41.45550051370996,7.404534557106891,1290010.0,159421.0,108825.0,55786.0,120204.0,1079720.0,40732.0,1293827.0,146306.0,101100.0,69852.0,69610.0,1149445.0,24558.0
2022-02-09,0.5326386349491017,18.339453704769706,18.938998964087283,32.75759428816469,42.6350511630222,36.706936321320505,8.44490603004567,1287536.0,161702.0,119489.0,69099.0,123524.0,1055145.0,38203.0,1300429.0,149684.0,88516.0,74320.0,75247.0,1151441.0,15061.0
2022-02-14,0.5421788355941912,30.740103351798812,40.281446515527584,44.39676428495791,36.69635698885772,20.48464574899369,4.252541115177332,1143274.0,196528.0,109848.0,99707.0,140508.0,1126760.0,38073.0,1200922.0,166466.0,132136.0,84633.0,94738.0,1148577.0,27226.0
2022-02-15,0.7144716642196196,45.424149932561534,46.90020773347224,60.26831934936912,61.66187134527674,44.21551226277929,8.883125005333678,1080051.0,218046.0,144744.0,61388.0,200651.0,1109702.0,40116.0,1189094.0,149775.0,123600.0,74125.0,80477.0,1220431.0,17196.0
