date,rmse,NIIEE_1,NIIEE_2,NIIEE_3,NIIEE_4,NIIEE_5,NIIEE_6,target_area0,target_area1,target_area2,target_area3,target_area4,target_area5,target_area6,forecast_area0,forecast_area1,forecast_area2,forecast_area3,forecast_area4,forecast_area5,forecast_area6
2022-01-05,0.42217841650226967,23.878364438937485,28.07343049440858,29.43208278282631,26.656233010799,26.11842473496767,8.338047075219784,1160270.0,102481.0,81464.0,56540.0,96954.0,1318556.0,38433.0,1127422.0,92527.0,85269.0,64721.0,144554.0,1318029.0,22176.0
2022-01-10,0.4469344206895269,16.479583099929428,26.89019076395535,26.963441374187134,24.825461740574656,25.52080127710989,7.849362189024848,1185852.0,149040.0,84554.0,50067.0,84192.0,1258616.0,42377.0,1167784.0,121115.0,87905.0,56928.0,95593.0,1301721.0,23652.0
2022-01-11,0.5203248220472662,28.52315695594387,28.72271557979348,28.594251915410574,29.986938819419233,29.41395568074698,6.37672512682055,1254832.0,115429.0,65726.0,43963.0,66045.0,1294144.0,14559.0,1192408.0,136398.0,87763.0,61340.0,83355.0,1269933.0,23501.0
2022-01-12,0.513187400733385,64.6690359120054,31.10196350005715,27.461849939244022,25.742770120854193,22.76289054245819,10.684845459833916,1017372.0,256425.0,180515.0,47038.0,70038.0,1234679.0,48631.0,1199900.0,132558.0,95925.0,59051.0,74022.0,1272506.0,20736.0
2022-01-18,0.4975082392415733,27.229822798166865,33.290856644273696,37.17986919404667,42.97908186838612,36.43313163984196,10.296054439598102,1179045.0,143827.0,87797.0,94218.0,93214.0,1214340.0,42257.0,1163852.0,127260.0,109890.0,77431.0,67263.0,1286043.0,22959.0
2022-01-19,0.47630639378450124,30.518203368825496,37.285912098586465,35.6517345213946,42.396385332544604,32.765302346185265,8.799320976829154,1133995.0,140464.0,83764.0,116028.0,101820.0,1233387.0,45240.0,1154324.0,115683.0,90920.0,68946.0,125083.0,1273267.0,26475.0
2022-01-24,0.7746756254544368,40.38359494225371,56.98000909177193,73.43809313684486,78.82697024036568,73.26058282940639,4.067144949485665,1241986.0,208393.0,203037.0,76118.0,111646.0,974734.0,38784.0,1221646.0,161219.0,137449.0,68065.0,128961.0,1103425.0,33933.0
2022-01-25,0.6885150304146158,35.95850179498107,47.500920111478614,68.57238035068397,59.4999460810261,53.58964035909437,3.670294660381231,1250938.0,175489.0,201124.0,84344.0,129861.0,971578.0,41364.0,1208711.0,153435.0,124700.0,101623.0,154705.0,1076807.0,34717.0
2022-01-26,0.6655018657463666,32.17724564693303,46.64532163955795,64.41489606799178,65.98428760574565,45.3771989127561,9.20266733805352,1187685.0,180525.0,171642.0,111717.0,172751.0,1018437.0,11941.0,1212888.0,149396.0,128356.0,83582.0,179999.0,1067858.0,32619.0
2022-01-31,0.5072875973671176,37.102895375618296,32.418419020253936,25.70886543610917,27.310208325088794,37.610718497260464,7.740555170200136,1249038.0,94164.0,84949.0,45276.0,159803.0,1183595.0,37873.0,1176278.0,130775.0,99583.0,60710.0,120731.0,1248146.0,18475.0
2022-02-01,0.49230939942657437,23.363704531056978,28.547812621155845,27.6888425374771,26.14734517943615,36.521548440987935,8.566104692627357,1201436.0,118642.0,74224.0,68013.0,130831.0,1219774.0,41778.0,1183934.0,123000.0,90967.0,61998.0,121002.0,1255044.0,18753.0
2022-02-02,0.42519578225394367,15.64477972022476,22.0530709744331,23.398496803638132,22.367003667914275,31.318289887844003,6.034445066770381,1198603.0,122746.0,63626.0,73991.0,116607.0,1237243.0,41882.0,1200957.0,112756.0,86424.0,47619.0,97291.0,1283838.0,25813.0
