lead_time,BATCH_SIZE,fields,train_augment,train_normalization,train_shuffle,val_augment,val_normalization,val_shuffle,test_augment,test_normalization,test_shuffle,learning_rate,epochs,pooling_factor,num_outputs,channels,height,width,lower_boundary,rightmost_boundary,model_name,GroupNorm,AveragePool,LeakyReLU,ResidualUNET,lr_scheduler,lr_decay_steps,lr_decay_rate,lr_decay_staircase,open_ocean_mask,reduced_classes,train_start,train_end,validation,fit_runtime
2,4,"['sic', 'osisaf_trend_7/sic_trend', 'lsmask', 't2m', 'xwind', 'ywind']",False,normalization_constants_train,True,False,normalization_constants_validation,False,False,normalization_constants_test,False,0.001,25,4,7,"[64, 128, 256]",1792,1792,578,1792,weights_21021550,True,True,False,False,True,720,0.5,True,False,False,2019,2020,2021,03:27:05
