date,NIIEE_1,NIIEE_2,NIIEE_3,NIIEE_4,NIIEE_5,NIIEE_6,target_area0,target_area1,target_area2,target_area3,target_area4,target_area5,target_area6,forecast_area0,forecast_area1,forecast_area2,forecast_area3,forecast_area4,forecast_area5,forecast_area6
2022-01-03,4.7521358888562,6.569726842017936,8.125864420368883,8.88977770521633,10.108723911240725,1.9740274240688873,1172614.0,103654.0,78643.0,65455.0,159057.0,1235816.0,39459.0,1175356.0,96425.0,97473.0,72173.0,120408.0,1268478.0,24385.0
2022-01-04,5.498274433433899,6.3013126205233885,6.7171136737353,6.525455375770434,8.486172411174875,2.7987040179147593,1167772.0,102109.0,73306.0,52743.0,113725.0,1306532.0,38511.0,1136747.0,94944.0,92112.0,61980.0,148105.0,1304624.0,16186.0
2022-01-05,6.314256440303465,7.558854861464567,8.087208920569577,7.799312488628395,7.679491625456115,3.026292695919354,1160270.0,102481.0,81464.0,56540.0,96954.0,1318556.0,38433.0,1133827.0,96603.0,80389.0,60596.0,141284.0,1326038.0,15961.0
2022-01-10,4.1966951022495,6.31737164300185,5.969636127809953,6.13392744373372,6.584357062083588,2.727312840850474,1185852.0,149040.0,84554.0,50067.0,84192.0,1258616.0,42377.0,1181612.0,137270.0,78731.0,51378.0,80042.0,1308521.0,17144.0
2022-01-11,8.367704821723763,6.59210959635882,6.745330597001307,8.358862911284255,7.995064833069332,2.234327499877716,1254832.0,115429.0,65726.0,43963.0,66045.0,1294144.0,14559.0,1204358.0,146755.0,82395.0,53684.0,70578.0,1271330.0,25598.0
2022-01-12,28.725444221259064,13.345755735560338,11.189419481743085,11.317565777149513,9.888102876277811,4.41883211471256,1017372.0,256425.0,180515.0,47038.0,70038.0,1234679.0,48631.0,1192182.0,141732.0,102635.0,61867.0,71992.0,1260284.0,24006.0
2022-01-18,8.601885013428904,9.041086723248474,9.55134817608688,9.555004284236926,8.174964077138972,1.9740171619361184,1179045.0,143827.0,87797.0,94218.0,93214.0,1214340.0,42257.0,1133080.0,133988.0,132764.0,79107.0,68473.0,1279452.0,27834.0
2022-01-19,8.6580680240047,8.73996398577364,7.89530963037295,9.32632367444362,7.325021182144115,2.4505273448699056,1133995.0,140464.0,83764.0,116028.0,101820.0,1233387.0,45240.0,1133889.0,125705.0,96025.0,75044.0,123986.0,1278341.0,21708.0
2022-01-24,8.078594799326266,8.555895933711504,14.084125147432747,15.996254218866124,15.721003970166763,0.8360726304243112,1241986.0,208393.0,203037.0,76118.0,111646.0,974734.0,38784.0,1239218.0,177104.0,135417.0,64370.0,106778.0,1096225.0,35586.0
2022-01-25,7.01863050810649,8.028756399023115,11.810886282543128,11.531283172626651,11.254313170278545,0.6405857006179471,1250938.0,175489.0,201124.0,84344.0,129861.0,971578.0,41364.0,1216729.0,181879.0,149780.0,77844.0,136951.0,1054774.0,36741.0
2022-01-26,7.5241828489844025,11.107273727972231,14.277014663065096,12.409466461588302,10.1493128126338,2.1452889264344885,1187685.0,180525.0,171642.0,111717.0,172751.0,1018437.0,11941.0,1216569.0,174229.0,132165.0,106231.0,132135.0,1061290.0,32079.0
2022-01-31,10.221777705992393,8.516578115711342,7.1188838284161555,7.692028497970479,9.088780801696274,2.296346612494861,1249038.0,94164.0,84949.0,45276.0,159803.0,1183595.0,37873.0,1170742.0,137706.0,99247.0,57930.0,134624.0,1236986.0,17463.0
2022-02-01,5.934659200947547,7.355784047600229,6.708723730990158,6.619712230977609,10.116028689341926,2.5483735879424247,1201436.0,118642.0,74224.0,68013.0,130831.0,1219774.0,41778.0,1187321.0,127711.0,92655.0,55609.0,118891.0,1255187.0,17324.0
