,0,1,2,3,4,5,6
20220428,1228622,110134,99430,66573,112885,1429172,164448.0
20220429,1221108,113879,121766,61985,95229,1432066,165231.0
20220503,1186643,123693,113379,56675,79473,1535711,115690.0
20220504,1178367,123858,119333,71819,102574,1447081,168232.0
20220505,1172397,106968,113442,71224,99269,1482007,165957.0
20220506,1178572,114250,102427,64849,88311,1495191,167664.0
20220510,1195752,106478,148590,83973,122010,1385807,168654.0
20220511,1206299,112329,142630,75307,102648,1409083,162968.0
20220512,1205770,116900,139768,69235,94623,1434231,150737.0
20220513,1252328,107583,135951,61102,106655,1438542,109103.0
20220519,1213103,150783,142279,91748,176431,1300648,136272.0
20220520,1207860,158063,181740,96347,176703,1238954,151597.0
20220524,1267012,188558,140820,88606,181546,1180882,163840.0
20220525,1290796,185079,136692,105129,184499,1144915,164154.0
20220531,1423935,180020,229130,129060,173913,908601,166605.0
20220601,1438887,178717,249857,101606,147709,929043,165445.0
20220602,1435275,204427,200195,106102,141721,967542,156002.0
20220603,1443549,208407,192720,108185,136947,967328,154128.0
20220608,1683246,232111,176910,58714,98505,835681,126097.0
20220609,1667631,241403,147471,75083,108072,852170,119434.0
20220610,1690254,251062,125811,76192,106322,843063,118560.0
20220614,1771897,187599,123379,71571,121729,826454,108635.0
20220615,1714820,245103,120304,81854,123771,816537,108875.0
20220616,1760641,213437,115054,71607,129115,814958,106452.0
20220617,1764676,216666,121011,69593,136896,797965,104457.0
20220621,1845302,198831,148046,71759,108199,735958,103169.0
20220622,1891249,203282,149752,60807,100894,700326,104954.0
20220623,1908262,224389,124384,74356,85144,698495,96234.0
20220624,1953623,216021,114056,65364,73761,695407,93032.0
20220628,2038789,213271,106502,37921,32203,690058,92520.0
20220629,2054334,188778,105423,46967,34595,691949,89218.0
20220630,2028560,214132,103602,46024,41762,688374,88810.0
20220701,2075459,172289,105135,47419,38851,684883,87228.0
20220705,2031787,235093,108967,52455,75473,665589,41900.0
20220706,2254415,115959,59050,39610,56639,646048,39543.0
20220707,2042017,278026,77951,46741,65971,657057,43501.0
20220708,2219941,123442,71695,47259,62994,643589,42344.0
20220712,2269429,115223,73732,35892,46206,648819,21963.0
20220713,2076670,242902,107459,47772,59638,638606,38217.0
20220714,2057796,288398,108765,44782,58851,614082,38590.0
20220715,2074436,307839,90942,44781,48115,608747,36404.0
20220719,2190146,282858,57458,31080,67501,556196,26025.0
20220720,2203821,275136,52492,24112,54881,566549,34273.0
20220721,2207287,254268,78259,33386,44683,561653,31728.0
20220722,2237221,247117,84468,32192,40769,552318,17179.0
20220726,2291675,219779,89576,39059,45368,512936,12871.0
20220727,2329763,180878,90524,37585,46500,512151,13863.0
20220728,2316664,196024,81528,45361,49243,508600,13844.0
20220729,2310233,225352,66267,31679,48590,515559,13584.0
20220802,2428638,131380,39418,26729,37991,544005,3103.0
20220803,2441141,122798,46381,25715,43992,528380,2857.0
20220804,2442163,127902,42261,32185,46007,517941,2805.0
20220805,2439287,137199,36590,31663,45964,518473,2088.0
20220809,2294362,267371,45484,23550,58587,513542,8368.0
20220810,2348030,217004,51123,31655,40499,514762,8191.0
20220811,2352971,225838,44132,31546,38409,512547,5821.0
20220812,2394092,179540,47059,34204,39040,511591,5738.0
20220816,2365040,201385,43270,45785,52024,499822,3938.0
20220817,2412400,161734,45702,36386,42649,512064,329.0
20220818,2418018,163329,41928,36134,42113,509380,362.0
20220819,2430021,164833,44858,32458,44717,494024,353.0
20220823,2450776,135075,52708,48339,51517,465898,6951.0
20220824,2461442,112637,52473,51997,54353,471493,6869.0
20220825,2453016,109576,52965,52865,66594,469339,6909.0
20220826,2430682,129658,65025,56045,58097,468392,3365.0
20220830,2424407,120281,44435,34060,66474,513372,8235.0
20220831,2414302,115870,53023,45789,67948,505150,9182.0
20220901,2417648,134794,47732,43178,58546,502563,6803.0
20220902,2394500,154793,52401,39622,37634,524270,8044.0
20220906,2402091,125034,72651,52529,57952,496437,4570.0
20220907,2399105,106738,83637,45607,75339,491526,9312.0
20220908,2437777,79131,74477,48176,73127,498576,
20220909,2434913,74746,79851,45488,71950,504316,
20220913,2375593,115323,58770,58740,64438,531269,7131.0
20220914,2342499,118766,56930,75567,94407,510923,12172.0
20220915,2346932,118478,69881,63497,80455,524861,7160.0
20220916,2394974,83244,67339,57734,79765,520990,7218.0
20220920,2383594,118495,61187,36583,62872,543809,4724.0
20220921,2420366,84621,63156,30250,54828,553415,4628.0
20220922,2426268,84580,53252,35649,56815,550130,4570.0
20220923,2428241,94742,55788,29564,71332,527091,4506.0
20220927,2514055,113524,55211,39953,32847,446995,8679.0
20220928,2555434,69264,61215,37753,32825,450869,3904.0
20220929,2503010,103193,50101,46045,42038,456198,10679.0
20220930,2513811,85045,50907,29431,66614,454761,10695.0
20221004,2472924,137364,48601,24540,36949,486853,4033.0
20221005,2470836,129616,49731,24571,43909,486371,6230.0
20221006,2464002,133147,65018,35130,31956,473307,8704.0
20221007,2486592,131557,62423,37801,29822,458719,4350.0
20221011,2452319,128361,53338,24254,39561,504656,8775.0
20221012,2504920,96152,39896,23126,42851,502429,1890.0
20221013,2499217,108185,39231,20296,31106,506195,7034.0
20221014,2495317,93129,35708,23508,31830,525038,6734.0
20221018,2412780,85414,43139,28259,47731,590316,3625.0
20221019,2395676,101800,47145,27856,49401,585904,3482.0
20221020,2421228,65916,45057,28016,48996,598616,3435.0
20221021,2403101,73306,48710,32205,49602,603181,1159.0
20221025,2340932,87902,64056,31314,37471,639716,9873.0
20221026,2326049,97735,54544,34537,35098,656149,7152.0
20221027,2355255,57680,52055,33462,43686,661874,7252.0
20221028,2355581,64740,50810,29220,39707,663421,7785.0
20221101,2338447,78880,55521,37885,76685,608379,15467.0
20221102,2323817,87369,60224,37926,55046,633838,13044.0
20221103,2282599,112247,57376,27925,52073,659598,19446.0
20221104,2287498,106881,58525,29484,50962,658273,19641.0
20221108,2261027,76653,58505,38463,70015,680809,25792.0
20221109,2234746,80638,64517,35229,64670,703093,28371.0
20221110,2185109,105296,74647,33298,66711,714618,31585.0
20221115,2062938,165182,61559,37170,85099,773511,25805.0
20221116,2053899,173212,61187,51007,72782,771186,27991.0
20221117,2033692,188651,64747,45398,77722,773893,27161.0
20221118,2093523,145031,67543,40174,65133,772308,27552.0
20221122,2043320,151966,63174,48454,77892,804217,22241.0
20221124,2079225,104671,71645,50496,60729,808858,35640.0
20221125,2002349,141468,71681,46884,78195,834394,36293.0
20221129,2042333,139694,64535,32003,78862,805590,48247.0
20221130,2084694,115651,91050,37062,55707,778977,48123.0
20221201,2092708,130006,84389,43928,70442,749402,40389.0
20221202,2094411,129342,79156,43746,67995,755959,40655.0
20221206,1990850,186002,94742,54121,77248,771166,37135.0
20221207,1940795,165045,102598,54827,109766,797389,40844.0
20221208,1959181,126900,109819,75150,83831,820881,35502.0
20221209,1922319,123996,104322,50306,135010,831511,43800.0
20221213,1797649,163880,114947,71933,123664,886155,53036.0
20221214,1789430,142960,135638,75454,110858,904749,52175.0
20221215,1770535,156705,141092,62885,127993,913625,38429.0
20221216,1727741,169438,122247,47194,97373,991503,55768.0
20221220,1740710,185747,112175,67429,78377,967165,59661.0
20221221,1669921,195413,110208,64582,78621,1032571,59948.0
20221222,1676250,187640,132847,62635,112635,971252,68005.0
20221223,1681039,175025,122746,67407,136198,956762,72087.0
20221228,1594513,168208,157351,48369,107942,1048937,85944.0
20221229,1597378,186554,132480,51960,65406,1085209,92277.0
20221230,1620696,179217,137549,48254,88690,1076218,60640.0
