,IFOW,OW,VODI,ODI,CDI,VCDI,FI,met_index
2022-06-30,2020781,230187,98602,36691,44227,696160,84616.0,JJA
2022-07-01,2016437,213292,98712,45849,55873,698637,82464.0,JJA
2022-07-04,2050833,209443,71625,52380,54720,702976,69287.0,JJA
2022-07-07,2038891,235156,96939,48086,68549,686329,37314.0,JJA
2022-07-08,2252711,128176,49888,35337,55642,655618,33892.0,JJA
2022-07-11,2068376,212499,85911,65776,70333,674249,34120.0,JJA
2022-07-14,2283938,134795,61057,34117,32051,645974,19332.0,JJA
2022-07-15,2124728,232719,93304,43613,39451,644521,32928.0,JJA
2022-07-18,2183389,245117,68756,43339,53659,588933,28071.0,JJA
2022-07-21,2255134,229780,54882,36145,58759,554858,21706.0,JJA
2022-07-22,2270400,220536,50428,31699,53375,557475,27351.0,JJA
2022-07-25,2317330,171540,78241,41147,39958,550382,12666.0,JJA
2022-07-28,2305528,197951,78109,43451,48294,528536,9395.0,JJA
2022-07-29,2336024,165313,78940,47691,52395,520523,10378.0,JJA
2022-08-01,2433000,136659,37336,29056,43949,520262,11002.0,JJA
2022-08-04,2431809,139390,38613,25066,31131,543216,2039.0,JJA
2022-08-05,2450040,125893,42576,25762,35937,529211,1845.0,JJA
2022-08-08,2343126,216919,46862,34632,52624,512332,4769.0,JJA
2022-08-11,2316272,252229,42503,29731,53191,510436,6902.0,JJA
2022-08-12,2365586,212914,45868,33940,39001,507333,6622.0,JJA
2022-08-15,2384215,168435,50842,33935,50876,518306,4655.0,JJA
2022-08-18,2381692,198675,41566,50619,46237,489303,3172.0,JJA
2022-08-19,2421745,159443,42313,40490,46877,500396,,JJA
2022-08-22,2443136,164757,39871,45009,43862,474629,,JJA
2022-08-25,2417948,145347,53482,47208,62519,478708,6052.0,JJA
2022-08-26,2428294,122874,48757,54620,62914,487794,6011.0,JJA
2022-08-29,2418270,109312,51156,55961,75341,493060,8164.0,JJA
2022-09-01,2422437,123915,43570,44359,56860,512633,7490.0,SON
2022-09-02,2419881,117149,51188,53090,67524,494409,8023.0,SON
2022-09-05,2370669,152713,61321,41981,60826,515858,7896.0,SON
2022-09-08,2383858,143053,62140,50893,67452,499985,3883.0,SON
2022-09-09,2373375,118675,75923,55151,66337,513348,8455.0,SON
2022-09-12,2397436,91902,72305,48223,83738,517660,,SON
2022-09-15,2373944,106561,53278,53482,72277,545058,6664.0,SON
2022-09-16,2330506,116318,61570,68715,82190,540924,11041.0,SON
2022-09-19,2384883,90948,55768,51321,68738,552892,6714.0,SON
2022-09-22,2392054,113101,59988,38266,66273,537321,4261.0,SON
2022-09-23,2429151,87762,60155,38474,61292,530276,4154.0,SON
2022-09-26,2448978,137733,38028,35174,58492,488670,4189.0,SON
2022-09-29,2498648,132559,48145,46980,36414,440766,7752.0,SON
2022-09-30,2537069,99865,48918,40449,37226,444630,3107.0,SON
2022-10-03,2474772,128568,44094,31231,50826,471901,9872.0,SON
2022-10-06,2482381,162891,32735,25989,32023,471766,3479.0,SON
2022-10-07,2483234,159429,36980,26819,31392,467668,5742.0,SON
2022-10-10,2521916,95360,54826,25041,29112,483925,1084.0,SON
2022-10-13,2462990,133652,49299,21268,25383,510341,8331.0,SON
2022-10-14,2492032,100722,36861,22354,29385,528265,1645.0,SON
2022-10-17,2424475,101800,43922,30897,41711,562290,6169.0,SON
2022-10-20,2388894,96105,37924,35031,43141,607116,3053.0,SON
2022-10-21,2386067,99749,40249,31848,42182,608393,2776.0,SON
2022-10-24,2320249,105158,52588,35874,51201,637237,8957.0,SON
2022-10-27,2305134,99578,48365,40002,51175,657907,9103.0,SON
2022-10-28,2278207,107949,48245,39534,56131,674712,6486.0,SON
2022-10-31,2307794,92902,42352,36023,47080,674691,10422.0,SON
2022-11-03,2343813,90287,44076,37753,51679,630827,12829.0,SON
2022-11-04,2323414,81970,47489,41916,46632,658107,11736.0,SON
2022-11-07,2210165,128393,55117,37374,65004,689033,26178.0,SON
2022-11-10,2179914,132845,59564,38420,64752,710543,25226.0,SON
2022-11-11,2160831,142091,67275,33679,53638,726904,26846.0,SON
2022-11-14,2157958,120036,49680,35501,57357,765568,25164.0,SON
2022-11-17,2033890,181122,78138,36644,64064,791622,25784.0,SON
2022-11-18,1989088,203235,79963,40262,70776,800230,27710.0,SON
2022-11-21,2028913,165793,77961,44964,67595,795126,30912.0,SON
2022-11-24,1994729,178563,82976,42630,79301,811185,21880.0,SON
2022-11-28,2030456,150581,78559,37797,68284,826147,19440.0,SON
2022-12-01,2026621,159104,62675,40198,79025,796844,46797.0,DJF
2022-12-02,2070496,144851,78433,38096,70935,762283,46170.0,DJF
2022-12-05,2035900,204267,64034,46516,72939,744970,42638.0,DJF
2022-12-08,1934724,150362,101676,62502,89739,834763,37498.0,DJF
2022-12-09,1880384,145713,97050,57072,117196,872541,41308.0,DJF
2022-12-12,1801233,180899,100801,46862,124778,914345,42346.0,DJF
2022-12-15,1753098,142889,113722,69564,103060,975646,53285.0,DJF
2022-12-16,1756881,153664,119305,64003,86866,977506,53039.0,DJF
2022-12-19,1747104,177781,97159,42051,59324,1024488,63357.0,DJF
2022-12-22,1693919,148026,123890,66430,94265,1019064,65670.0,DJF
2022-12-23,1624531,145177,125068,59336,102931,1086120,68101.0,DJF
2022-12-30,1658696,165979,142656,61251,90057,1001810,90815.0,DJF
