,IFOW,OW,VODI,ODI,CDI,VCDI,FI,met_index
2022-01-04,1189962,132178,94879,56825,132231,1212371,36252.0,DJF
2022-01-05,1166475,115289,87700,71635,136801,1240002,36796.0,DJF
2022-01-06,1147634,98787,91531,72855,127256,1278657,37978.0,DJF
2022-01-07,1153182,108063,84236,55910,94948,1320846,37513.0,DJF
2022-01-11,1167809,121230,86494,60701,80359,1295463,42642.0,DJF
2022-01-12,1170797,153188,94796,51512,79289,1263343,41773.0,DJF
2022-01-13,1201443,158448,106331,61921,61227,1224582,40746.0,DJF
2022-01-14,1223965,122753,90596,56468,59428,1286938,14550.0,DJF
2022-01-19,1174747,134066,135925,63194,76004,1225781,44981.0,DJF
2022-01-20,1179998,132883,94971,84336,94787,1227639,40084.0,DJF
2022-01-21,1163444,128313,102140,81628,109576,1229259,40338.0,DJF
2022-01-25,1239751,187266,154593,58231,116842,1055730,42285.0,DJF
2022-01-26,1231055,178412,169808,74385,148432,1013902,38704.0,DJF
2022-01-27,1222190,185165,159575,115050,136839,998794,37085.0,DJF
2022-01-28,1228300,156931,144441,113421,159387,1012617,39601.0,DJF
2022-02-01,1197507,131821,114005,64871,124045,1198520,23929.0,DJF
2022-02-02,1203297,130809,111417,59774,120572,1203883,24946.0,DJF
2022-02-03,1227576,118202,94657,41916,114036,1221912,36399.0,DJF
2022-02-04,1195413,125787,88419,64828,71502,1269273,39476.0,DJF
2022-02-08,1229739,176503,124579,50707,51748,1182883,38539.0,DJF
2022-02-09,1263145,156567,114018,64926,74156,1138261,43625.0,DJF
2022-02-10,1273893,168248,92535,70608,84276,1147307,17831.0,DJF
2022-02-11,1290281,161384,129080,65921,103648,1065411,38973.0,DJF
2022-02-15,1203051,182262,137563,91774,91440,1112267,36341.0,DJF
2022-02-16,1180754,167098,119713,77099,79635,1209446,20953.0,DJF
2022-02-17,1142221,175252,143706,101184,114469,1141967,35899.0,DJF
2022-02-18,1088551,193177,152680,91261,160674,1130577,37778.0,DJF
2022-02-22,1064945,139838,111047,66492,132951,1301691,37734.0,DJF
2022-02-23,1053518,128968,113617,77178,123978,1314944,42495.0,DJF
2022-02-24,1054123,145079,119335,75806,91927,1325703,42725.0,DJF
2022-02-25,1065684,137476,155532,72565,63573,1311680,48188.0,DJF
2022-03-01,1100800,109020,117388,73900,200615,1201883,51092.0,MAM
2022-03-02,1108351,113875,136855,74834,146646,1221295,52842.0,MAM
2022-03-03,1114074,106744,123608,70698,149839,1236397,53338.0,MAM
2022-03-04,1093678,132680,101400,76117,135320,1267494,48009.0,MAM
2022-03-08,1109660,149152,96784,61364,108151,1282214,47373.0,MAM
2022-03-09,1132426,152822,103274,72050,100982,1245819,47325.0,MAM
2022-03-10,1143158,177671,105246,73627,73589,1235066,46341.0,MAM
2022-03-11,1154875,169895,131452,78339,79638,1193493,47006.0,MAM
2022-03-15,1261102,122768,145970,85594,85810,1108453,45001.0,MAM
2022-03-16,1241747,138596,133912,98062,97760,1097337,47284.0,MAM
2022-03-17,1240211,172653,180616,60020,91625,1064633,44940.0,MAM
2022-03-18,1230324,167172,179966,89231,83636,1060898,43471.0,MAM
2022-03-22,1238447,180489,160999,77574,138959,1019156,39074.0,MAM
2022-03-23,1214904,161005,169048,94572,139688,1036685,38796.0,MAM
2022-03-24,1174433,161799,154498,85065,196302,1045402,37199.0,MAM
2022-03-25,1155093,153972,139844,79684,160706,1129064,36335.0,MAM
2022-03-29,1053820,162881,126853,91778,162023,1221506,35837.0,MAM
2022-03-30,1005285,154757,162999,90967,167862,1237446,35382.0,MAM
2022-03-31,1029392,148197,134276,93029,139513,1273136,37155.0,MAM
2022-04-01,1040002,125364,121420,96552,154636,1278828,37896.0,MAM
2022-04-05,1076140,123647,119637,55912,197607,1228768,52987.0,MAM
2022-04-06,1096124,109818,109771,62600,102531,1320680,53174.0,MAM
2022-04-07,1069542,120951,130649,73914,65392,1342200,52050.0,MAM
2022-04-08,1061971,121226,104047,63762,111820,1338452,53420.0,MAM
2022-04-12,1134594,122399,136969,63230,77344,1288088,32074.0,MAM
2022-04-13,1108771,116002,140611,66251,88575,1276169,58319.0,MAM
2022-04-20,1139650,115546,85048,45550,78823,1338702,51379.0,MAM
2022-04-21,1144777,105264,89187,39838,76651,1347953,51028.0,MAM
2022-04-22,1132167,106010,83465,49983,73664,1359478,49931.0,MAM
2022-04-26,1081789,104599,86587,51965,110964,1372352,46442.0,MAM
2022-04-27,1055019,97914,93933,59251,107084,1395251,46246.0,MAM
2022-04-28,1022105,106703,87551,63699,108534,1417355,48751.0,MAM
2022-04-29,1014836,109145,104772,59609,90684,1426550,49102.0,MAM
2022-05-03,980365,116904,105398,54697,75448,1499404,22482.0,MAM
2022-05-04,972091,118539,112843,70459,94062,1436651,50053.0,MAM
2022-05-05,966122,100615,106300,70255,95684,1466913,48809.0,MAM
2022-05-06,972021,109140,95186,63370,84972,1480264,49745.0,MAM
2022-05-10,989261,102963,132604,81781,119736,1378979,49374.0,MAM
2022-05-11,999839,104095,129197,74621,101345,1400159,45442.0,MAM
2022-05-12,999332,108830,129793,68681,92683,1414375,41004.0,MAM
2022-05-13,1046036,102933,119486,59975,101099,1403651,21518.0,MAM
2022-05-19,1006273,136731,135761,90354,157217,1285612,42750.0,MAM
2022-05-20,1000294,149220,172355,95991,156791,1234618,45429.0,MAM
2022-05-24,1059420,175165,130855,87738,180670,1174664,46186.0,MAM
2022-05-25,1083238,172478,124748,103510,183231,1142265,45228.0,MAM
2022-05-31,1216472,163251,218412,128791,173602,906311,47859.0,MAM
2022-06-01,1229721,164138,237737,101432,147502,926404,47764.0,JJA
2022-06-02,1226245,187995,187705,105171,141265,963809,42508.0,JJA
2022-06-03,1234511,191421,181276,106809,135149,963649,41883.0,JJA
2022-06-08,1473024,201857,157540,56791,96113,833839,35534.0,JJA
2022-06-09,1457800,214676,128419,66554,104803,849533,32913.0,JJA
2022-06-10,1480601,222598,107688,69545,101546,840220,32500.0,JJA
2022-06-14,1561065,144542,107110,68479,119275,823583,30644.0,JJA
2022-06-15,1508426,199071,105302,77094,120850,813545,30410.0,JJA
2022-06-16,1553861,166003,99606,68703,126660,810170,29695.0,JJA
2022-06-17,1557861,166222,105086,68284,134020,794637,28588.0,JJA
2022-06-21,1628018,145688,141927,71462,107822,732636,27145.0,JJA
2022-06-22,1671127,154823,143031,60214,100618,697737,27148.0,JJA
2022-06-23,1685048,173048,116487,73709,84534,696025,25847.0,JJA
2022-06-24,1729022,163676,105374,64975,73490,692919,25242.0,JJA
2022-06-28,1802945,169067,102163,37593,31635,688018,23277.0,JJA
2022-06-29,1805023,154382,102608,46693,34127,689974,21891.0,JJA
2022-06-30,1795483,166261,97642,45678,41332,686513,21789.0,JJA
2022-07-01,1842732,122474,99363,47076,38541,683050,21462.0,JJA
2022-07-05,1802052,167700,80347,51913,75175,664273,13238.0,JJA
2022-07-06,1935209,108285,57025,39340,56486,645052,13301.0,JJA
2022-07-07,1811762,191047,71611,46012,65695,655899,12672.0,JJA
2022-07-08,1917416,107473,65653,46861,62772,642572,11951.0,JJA
2022-07-12,1930467,113785,71770,35257,45285,646630,11504.0,JJA
2022-07-13,1844924,175980,84764,42567,58923,636990,10550.0,JJA
2022-07-14,1824664,212232,91090,44466,58514,612716,11016.0,JJA
2022-07-15,1828835,240066,76335,44373,47688,607509,9892.0,JJA
2022-07-19,1920583,220715,52246,30679,66411,555699,8365.0,JJA
2022-07-20,1947551,208929,45977,23598,54116,566219,8308.0,JJA
2022-07-21,1951063,191668,67325,33010,43865,561243,6524.0,JJA
2022-07-22,1978732,178557,69817,31627,40194,551940,3831.0,JJA
2022-07-26,2031954,143713,79378,38549,45125,512655,3324.0,JJA
2022-07-27,2047486,130154,79170,36774,46191,512031,2892.0,JJA
2022-07-28,2042522,135014,71773,45112,49007,508375,2895.0,JJA
2022-07-29,2046954,153113,56580,31519,48309,515371,2852.0,JJA
2022-08-02,2088536,118780,38148,26651,37822,543927,834.0,JJA
2022-08-03,2101039,112267,43077,25504,43796,528302,713.0,JJA
2022-08-04,2102061,118119,38307,31865,45774,517859,713.0,JJA
2022-08-05,2099185,124463,34818,31385,45797,518401,649.0,JJA
2022-08-09,2046381,169997,42407,23140,58470,513437,866.0,JJA
2022-08-10,2074850,146122,46467,31358,40363,514676,862.0,JJA
2022-08-11,2090203,144421,37298,31203,38283,512518,772.0,JJA
2022-08-12,2104665,125024,40226,33628,38914,511575,666.0,JJA
2022-08-16,2100948,117133,40610,44492,51320,499814,381.0,JJA
2022-08-17,2112524,108127,43102,35977,42575,512064,329.0,JJA
2022-08-18,2118009,112536,36585,35804,42022,509380,362.0,JJA
2022-08-19,2130034,115242,38386,31978,44681,494024,353.0,JJA
2022-08-23,2142504,94713,51016,48303,51475,465887,800.0,JJA
2022-08-24,2139824,85034,51355,51948,54320,471468,749.0,JJA
2022-08-25,2130324,83018,51899,52825,66544,469302,786.0,JJA
2022-08-26,2118475,90849,62805,56020,58073,468355,121.0,JJA
2022-08-30,2101716,97313,41751,33799,66415,513315,389.0,JJA
2022-08-31,2085825,99251,50581,45538,67892,505142,469.0,JJA
2022-09-01,2091950,113397,45021,42884,58536,502554,356.0,SON
2022-09-02,2085295,119126,48603,39484,37583,524256,351.0,SON
2022-09-06,2096636,86196,65438,52218,57742,496381,87.0,SON
2022-09-07,2089867,74273,78328,45498,74844,491488,400.0,SON
2022-09-08,2095007,69764,70513,48126,72712,498576,,SON
2022-09-09,2092133,65339,75946,45455,71509,504316,,SON
2022-09-13,2046282,100754,53976,57921,64297,531082,386.0,SON
2022-09-14,2036587,87141,52688,72859,94064,510862,497.0,SON
2022-09-15,2044024,84837,58706,62369,79700,524646,416.0,SON
2022-09-16,2063941,73593,59743,56990,79074,520928,429.0,SON
2022-09-20,2071154,88051,54814,35216,61997,543370,96.0,SON
2022-09-21,2087132,77464,54956,28734,53337,552984,91.0,SON
2022-09-22,2092495,77585,45120,34378,55333,549699,88.0,SON
2022-09-23,2093991,89884,45966,28274,69842,526654,87.0,SON
2022-09-27,2204752,83545,46845,39593,32672,446893,398.0,SON
2022-09-28,2221353,58499,53568,37582,32749,450855,92.0,SON
2022-09-29,2185502,83521,41556,45722,41877,456134,386.0,SON
2022-09-30,2190375,70636,42933,29152,66443,454720,439.0,SON
2022-10-04,2170661,93664,42743,23869,36865,486829,67.0,SON
2022-10-05,2162941,95609,41858,23779,43855,486349,307.0,SON
2022-10-06,2162346,99542,53175,34341,31678,473245,371.0,SON
2022-10-07,2170915,106003,52098,37428,29474,458698,82.0,SON
2022-10-11,2158065,86010,42116,24099,39468,504577,363.0,SON
2022-10-12,2170658,80489,35483,22893,42695,502427,53.0,SON
2022-10-13,2194294,67050,35891,20053,30897,506182,331.0,SON
2022-10-14,2171161,70684,32658,23404,31467,524989,335.0,SON
