,IFOW,OW,VODI,ODI,CDI,VCDI,FI,met_index
2022-10-18,2102019,54178,35781,26970,45562,589551,637.0,SON
2022-10-19,2085490,70146,40085,25712,47372,585407,486.0,SON
2022-10-20,2087894,58171,38654,25325,46512,597735,407.0,SON
2022-10-21,2065108,65395,43271,30840,47526,602209,349.0,SON
2022-10-25,2038925,62166,52157,29340,34858,636602,650.0,SON
2022-10-26,2027645,63312,46661,31422,32316,652672,670.0,SON
2022-10-27,2029597,49952,44588,30433,40979,658392,757.0,SON
2022-10-28,2028363,57753,43587,26606,37076,660557,756.0,SON
2022-11-01,2024374,64106,47827,35559,72750,606360,3722.0,SON
2022-11-02,2006421,74747,50972,34548,51753,632478,3779.0,SON
2022-11-03,1990451,82287,46116,26047,47515,657732,4550.0,SON
2022-11-04,1995772,76648,47117,27672,47099,655833,4557.0,SON
2022-11-08,1950036,62584,49516,32362,66808,679706,13686.0,SON
2022-11-09,1927228,66390,52454,32229,62674,701636,12087.0,SON
2022-11-10,1903598,69714,60227,31775,64422,712837,12125.0,SON
2022-11-15,1816450,98239,51871,35107,72195,771241,9595.0,SON
2022-11-16,1806131,104672,52815,41811,71195,768758,9316.0,SON
2022-11-17,1791569,115998,55033,41040,71105,771293,8660.0,SON
2022-11-18,1806847,113052,54583,37385,64527,769435,8869.0,SON
2022-11-22,1785569,93463,58802,41469,66053,800724,8618.0,SON
2022-11-24,1799639,77325,64912,42222,54499,806140,9961.0,SON
2022-11-25,1744871,97685,61753,39316,68330,832528,10215.0,SON
2022-11-29,1790562,102265,56002,28186,60707,803438,13538.0,SON
2022-11-30,1809347,94675,67692,35537,55480,777736,14231.0,SON
2022-12-01,1814626,103813,62091,43252,69998,748092,12826.0,DJF
2022-12-02,1813899,103893,58454,43281,67629,754508,13034.0,DJF
2022-12-06,1746055,119875,77643,53389,76461,769425,11850.0,DJF
2022-12-07,1694048,105290,88047,53877,108347,794927,10162.0,DJF
2022-12-08,1682375,92376,93652,73923,82949,818489,10934.0,DJF
2022-12-09,1673081,78658,82590,47523,131691,829338,11817.0,DJF
2022-12-13,1569007,104134,91279,71107,122277,883973,12921.0,DJF
2022-12-14,1555936,91326,106599,74968,110502,902401,12966.0,DJF
2022-12-15,1537826,103880,113893,61198,127122,905941,4838.0,DJF
2022-12-16,1503834,119349,101016,44332,91104,979718,15345.0,DJF
2022-12-20,1511721,130800,96272,63999,76530,959153,16223.0,DJF
2022-12-21,1457840,127633,93337,62140,76013,1021330,16405.0,DJF
2022-12-22,1464157,123936,110622,60660,111343,965827,18153.0,DJF
2022-12-23,1469261,111183,102643,64506,133574,953307,20224.0,DJF
2022-12-28,1387682,145709,104225,46123,105960,1031912,33087.0,DJF
2022-12-29,1390867,164240,94477,50308,62992,1061976,29838.0,DJF
2022-12-30,1414207,160744,100398,46787,82618,1041136,8808.0,DJF
