,IFOW,OW,VODI,ODI,CDI,VCDI,FI,met_index
2022-10-06,2178469,103930,35089,21742,26486,488960,22,SON
2022-10-07,2182268,101098,36885,25529,23445,485460,13,SON
2022-10-10,2169451,115527,38350,19435,25784,486095,56,SON
2022-10-11,2148427,113232,39743,18581,23348,511270,97,SON
2022-10-12,2144899,106188,39317,22804,24741,516554,195,SON
2022-10-13,2160239,115319,37527,19164,22116,500175,158,SON
2022-10-14,2142142,110005,40179,16955,21878,523456,83,SON
2022-10-17,2069950,97713,43487,24335,50133,568916,164,SON
2022-10-18,2063755,86064,39613,25561,52971,586648,86,SON
2022-10-19,2060666,96613,36202,24170,45714,591116,217,SON
2022-10-20,2069635,89958,35821,21682,34374,603026,202,SON
2022-10-21,2056603,90646,43438,20791,31760,611405,55,SON
2022-10-24,2027899,84867,40660,24732,39200,637242,98,SON
2022-10-25,2030388,81295,39665,25408,37514,640217,211,SON
2022-10-27,2014095,76342,44310,23176,42347,654269,159,SON
2022-10-28,1991043,83588,42836,23553,46492,667024,162,SON
2022-10-31,2008263,83809,37707,22494,39361,662988,76,SON
2022-11-01,1991425,85925,49805,20211,37083,670045,204,SON
2022-11-02,1999209,98411,48862,22762,36033,649300,121,SON
2022-11-03,2009295,85528,41990,28923,45152,643640,170,SON
2022-11-04,1998402,88355,40968,25970,36890,663953,160,SON
2022-11-07,1947805,90424,41763,22953,48400,703050,303,SON
2022-11-08,1932909,95737,41091,18697,49039,716849,376,SON
2022-11-09,1876243,119511,50344,22009,50257,735973,361,SON
2022-11-10,1842621,134178,57481,29050,56147,734525,696,SON
2022-11-11,1851653,112626,51593,28889,62729,746608,600,SON
2022-11-14,1793510,133305,54756,27994,51555,793160,418,SON
2022-11-15,1782873,125303,60993,26860,57718,800529,422,SON
2022-11-16,1812604,117165,51699,25016,56021,791723,470,SON
2022-11-17,1809621,115493,55062,25060,48034,800827,601,SON
2022-11-18,1762155,134151,57466,31124,54247,814710,845,SON
2022-11-21,1767032,127467,62530,34731,48635,813964,339,SON
2022-11-22,1729501,146322,63660,29876,70347,813699,1293,SON
2022-11-23,1707931,153270,57341,33185,70019,830996,1956,SON
2022-11-24,1712419,130828,60815,36203,78688,834917,828,SON
2022-11-28,1709858,145476,60140,38412,62404,836324,2084,SON
2022-11-29,1747313,142827,61767,30729,54911,813250,3901,SON
2022-11-30,1748817,135286,56624,27797,50746,828738,6690,SON
2022-12-01,1734809,133567,60445,31134,54512,834792,5439,DJF
2022-12-02,1716484,155362,60999,35748,65296,815374,5435,DJF
2022-12-05,1761020,132107,54986,40019,81160,784150,1256,DJF
2022-12-06,1702354,151366,71658,45471,78135,800954,4760,DJF
2022-12-07,1676338,163677,68036,42678,73815,826183,3971,DJF
2022-12-08,1617019,158485,79105,50804,113645,833609,2031,DJF
2022-12-09,1560345,156862,76861,39664,128165,890749,2052,DJF
2022-12-12,1504858,155280,83763,55155,120711,932824,2107,DJF
2022-12-13,1466665,164088,92566,67176,123890,937387,2926,DJF
2022-12-14,1428687,157709,113975,74626,130823,944039,4839,DJF
2022-12-15,1447129,147275,118606,86033,106310,944640,4705,DJF
2022-12-16,1486634,150116,103531,51264,100559,952215,10379,DJF
2022-12-19,1459603,165482,104395,50921,81280,981574,11443,DJF
2022-12-20,1467270,145848,98751,56557,99639,975965,10668,DJF
2022-12-21,1439900,149705,94152,57072,116199,982326,15344,DJF
2022-12-22,1416634,132175,92242,55457,125089,1016816,16285,DJF
2022-12-23,1413314,123523,90055,52101,120455,1040473,14777,DJF
2022-12-27,1400978,120339,105047,46236,84295,1087408,10395,DJF
2022-12-28,1440754,126734,93610,43356,81140,1055114,13990,DJF
2022-12-29,1443295,152419,99058,50564,76890,1015603,16869,DJF
2022-12-30,1424634,144368,119998,76188,106917,961357,21236,DJF
