,IFOW,OW,VODI,ODI,CDI,VCDI,FI,met_index
2022-06-10,1485776,195602,160060,5519,82394,889520,35827.0,JJA
2022-06-13,1562391,139635,127117,10586,97493,885691,31785.0,JJA
2022-06-16,1566643,140893,115791,15809,103990,881770,29802.0,JJA
2022-06-17,1550402,166743,112089,19249,101426,875471,29318.0,JJA
2022-06-20,1595801,160179,119925,11832,86758,852872,27331.0,JJA
2022-06-23,1658270,185721,122896,7094,79713,774131,26873.0,JJA
2022-06-24,1695973,183373,123061,5642,68704,752609,25336.0,JJA
2022-06-27,1801965,161626,91016,30361,44658,706928,18144.0,JJA
2022-06-30,1787893,179367,96286,15792,44542,711925,18893.0,JJA
2022-07-01,1781131,173892,96779,22082,50092,709956,20766.0,JJA
2022-07-04,1807222,154358,79294,23101,53970,717971,18782.0,JJA
2022-07-07,1801798,172445,81938,16392,61041,707848,13236.0,JJA
2022-07-08,1912980,135864,55386,20488,51491,665961,12528.0,JJA
2022-07-11,1811364,165755,76795,31421,70629,685694,13040.0,JJA
2022-07-14,1942815,137814,64878,15498,25914,656481,11298.0,JJA
2022-07-15,1890597,161750,86079,13101,37024,656614,9533.0,JJA
2022-07-18,1925561,183211,74838,12095,52157,599001,7835.0,JJA
2022-07-21,1988627,172864,52308,21582,40662,571595,7060.0,JJA
2022-07-22,2012189,161161,46400,15997,39758,573419,5774.0,JJA
2022-07-25,2038154,136929,64104,25635,30798,557502,1576.0,JJA
2022-07-28,2038314,128227,72662,26207,43058,544669,1561.0,JJA
2022-07-29,2047660,116686,65577,31274,46345,545078,2078.0,JJA
2022-08-01,2096720,112828,43359,26176,31985,541016,2614.0,JJA
2022-08-04,2097294,126906,35611,20973,19492,554001,421.0,JJA
2022-08-05,2110778,121907,40197,20630,22747,538305,134.0,JJA
2022-08-08,2081240,145476,37187,32066,32499,525957,273.0,JJA
2022-08-11,2076211,152169,34709,18679,40562,532076,292.0,JJA
2022-08-12,2108947,136221,36775,20381,31490,520623,261.0,JJA
2022-08-15,2089801,125550,48260,31190,31783,527473,641.0,JJA
2022-08-18,2113080,133859,31220,45517,24496,506470,56.0,JJA
2022-08-19,2111826,118917,37012,35380,27179,524168,216.0,JJA
2022-08-22,2129418,121410,34930,36903,26663,505093,281.0,JJA
2022-08-25,2103696,104032,49262,49504,47450,500057,697.0,JJA
2022-08-26,2101458,93672,50530,47199,48929,512145,765.0,JJA
2022-08-29,2085134,105746,46581,35805,44191,536806,435.0,JJA
2022-09-01,2095064,114744,36045,42373,35397,530747,328.0,SON
2022-09-02,2092775,118372,39842,45440,40905,516993,371.0,SON
2022-09-05,2067299,109869,60379,30607,50462,535842,240.0,SON
2022-09-08,2073141,97804,58085,47437,58345,519839,47.0,SON
2022-09-09,2064961,88472,66873,35432,59445,539163,352.0,SON
2022-09-12,2046542,81761,75518,33317,71391,546169,,SON
2022-09-15,2032263,106227,55058,34290,55614,570811,435.0,SON
2022-09-16,2019606,93417,63233,39027,55990,582948,477.0,SON
2022-09-19,2048071,90155,55873,27060,45976,587165,398.0,SON
2022-09-22,2085879,91443,50004,15092,47025,565206,49.0,SON
2022-09-23,2097636,96675,53643,12829,43137,550749,29.0,SON
2022-09-26,2120846,129701,37195,13824,35220,517840,72.0,SON
2022-09-29,2190060,91823,33623,36546,22104,480288,254.0,SON
2022-09-30,2195795,75372,38124,34750,28300,482311,46.0,SON
2022-10-03,2171013,90136,42754,17327,34657,498562,249.0,SON
2022-10-06,2182207,122307,27339,19856,12434,490492,63.0,SON
2022-10-07,2175494,109832,39232,13997,20435,495513,195.0,SON
2022-10-10,2182499,91677,50428,14385,27221,488444,44.0,SON
2022-10-13,2161082,102872,39558,9193,18088,523569,336.0,SON
2022-10-14,2153350,90240,38012,11930,24828,536281,57.0,SON
2022-10-17,2103004,78286,27894,13766,52425,578918,405.0,SON
2022-10-20,2067343,72895,44809,11295,33646,624152,558.0,SON
2022-10-21,2059166,83637,52013,5567,28972,624904,439.0,SON
2022-10-24,2028233,81774,48993,7828,39682,647459,729.0,SON
2022-10-27,2013548,73855,39365,13471,37744,676048,667.0,SON
2022-10-28,2002063,79131,28932,8005,44565,691463,539.0,SON
2022-10-31,2014314,78149,32977,8703,29498,690215,842.0,SON
2022-11-03,2026262,74134,37119,4565,46552,662736,3330.0,SON
2022-11-04,2001780,81685,45314,5625,42037,674448,3809.0,SON
2022-11-07,1953325,80619,40194,9435,58536,703967,8622.0,SON
2022-11-10,1909132,82307,35594,959,74037,745654,7015.0,SON
2022-11-11,1897023,80692,35441,237,74516,758898,7891.0,SON
2022-11-14,1869299,74804,34883,6459,69376,786567,13310.0,SON
2022-11-17,1809479,93244,54455,4578,73569,808824,10549.0,SON
2022-11-18,1769996,105184,61268,2787,90864,814528,10071.0,SON
2022-11-21,1808797,90328,53116,3320,81285,808643,9209.0,SON
2022-11-24,1755920,93596,62461,4992,86484,842835,8410.0,SON
2022-11-28,1773193,121585,49051,4928,48940,853750,3251.0,SON
2022-12-01,1802235,124448,49723,5843,34243,824573,13633.0,DJF
2022-12-02,1819330,114704,60257,8124,53655,784592,14036.0,DJF
2022-12-05,1787055,126439,52399,3688,85874,786706,12537.0,DJF
2022-12-08,1728526,102744,65476,1459,87683,858580,10230.0,DJF
2022-12-09,1672477,100600,61852,333,104014,906294,9128.0,DJF
2022-12-12,1584267,112869,49532,2816,114686,979125,11403.0,DJF
2022-12-15,1548256,121964,73788,5795,115827,978772,10296.0,DJF
2022-12-16,1547987,132914,83163,7992,83063,988550,11029.0,DJF
2022-12-19,1503600,152245,85335,3630,50066,1043236,16586.0,DJF
2022-12-22,1479452,116826,87638,4473,80498,1074572,11239.0,DJF
2022-12-23,1438040,115140,82753,4487,68556,1133881,11841.0,DJF
2022-12-30,1425668,222400,91598,3372,17938,1066748,26974.0,DJF
