,IFOW,OW,VODI,ODI,CDI,VCDI,FI,met_index
2022-01-05,1375340,97772,104422,83826,137954,1293230,118720.0,DJF
2022-01-06,1350473,94611,94658,62155,159689,1337082,112596.0,DJF
2022-01-07,1335209,105489,86621,65587,152790,1357814,107754.0,DJF
2022-01-12,1393860,134038,93337,53252,93487,1325301,117989.0,DJF
2022-01-13,1412474,153029,103261,64834,77246,1267906,132514.0,DJF
2022-01-14,1396889,147444,121431,70269,77480,1266680,131071.0,DJF
2022-01-20,1348496,142835,139609,89708,75788,1277845,136983.0,DJF
2022-01-21,1348684,123601,109641,86280,124931,1287642,130485.0,DJF
2022-01-26,1443499,178187,156099,69875,118355,1101606,143643.0,DJF
2022-01-27,1416652,187831,159409,83859,154838,1069260,139415.0,DJF
2022-01-28,1416403,180827,143915,82824,169671,1081466,136158.0,DJF
2022-02-02,1384811,133192,119495,70364,133320,1256240,113842.0,DJF
2022-02-03,1394340,126364,107651,74198,123631,1270892,114188.0,DJF
2022-02-04,1411255,113801,96614,55095,115490,1299838,119171.0,DJF
2022-02-09,1453727,174884,126337,61025,61043,1204094,130154.0,DJF
2022-02-10,1484893,155708,122247,85541,69414,1148535,144926.0,DJF
2022-02-11,1494031,159798,114868,78784,85119,1160635,118029.0,DJF
2022-02-16,1398868,161154,155443,93029,103394,1158079,141297.0,DJF
2022-02-17,1385596,147621,144912,85125,88575,1238996,120439.0,DJF
2022-02-18,1342124,153774,156049,121032,116361,1177016,144908.0,DJF
2022-02-23,1263248,116732,125170,72443,132001,1379143,122527.0,DJF
2022-02-24,1250281,113847,123801,82072,136139,1381380,123744.0,DJF
2022-02-25,1252934,127892,133990,90178,103093,1370215,132962.0,DJF
2022-03-02,1290874,115472,109236,71156,131703,1357825,134998.0,MAM
2022-03-03,1295207,117861,112169,70068,128267,1349560,138132.0,MAM
2022-03-04,1303209,110682,109968,62240,123744,1363524,137897.0,MAM
2022-03-09,1325985,129940,101550,63777,105924,1342017,142071.0,MAM
2022-03-10,1355089,150143,109420,65663,94323,1284075,152551.0,MAM
2022-03-11,1355656,176686,98748,61125,91502,1271205,156342.0,MAM
2022-03-16,1447068,140839,147738,93992,106971,1122590,152066.0,MAM
2022-03-17,1436092,144767,134957,111941,108143,1114091,161273.0,MAM
2022-03-18,1445680,170423,172747,79619,107497,1075863,159435.0,MAM
2022-03-23,1402804,164938,164753,86788,147928,1095690,148363.0,MAM
2022-03-24,1388714,150909,174836,94724,144761,1115123,142197.0,MAM
2022-03-25,1349738,152136,160395,95052,173772,1150755,129416.0,MAM
2022-03-30,1259917,145751,135363,105716,156217,1274392,133908.0,MAM
2022-03-31,1204508,146143,151211,95110,177159,1303037,134096.0,MAM
2022-04-01,1223748,143725,134431,87837,173842,1311567,136114.0,MAM
2022-04-06,1277748,115085,121848,71098,165844,1306172,153469.0,MAM
2022-04-07,1290389,98932,112011,67075,115605,1371386,155866.0,MAM
2022-04-08,1263403,101877,121052,82798,97478,1399041,145615.0,MAM
2022-04-13,1312743,120341,143128,76825,82531,1341486,134210.0,MAM
2022-04-21,1348579,121358,88820,44750,78582,1405009,124166.0,MAM
2022-04-22,1340985,104156,85919,46318,77071,1427721,129094.0,MAM
2022-04-27,1273303,97708,101211,64871,99198,1442682,132291.0,MAM
2022-04-28,1233824,96675,106833,74618,111170,1442635,145509.0,MAM
2022-04-29,1203563,105489,108924,76531,102476,1461142,153139.0,MAM
2022-05-04,1173872,116052,94593,65107,92928,1554994,113718.0,MAM
2022-05-05,1155484,107667,100402,71254,121094,1514574,140789.0,MAM
2022-05-06,1156279,97733,93679,70078,110433,1543324,139738.0,MAM
2022-05-11,1177730,106330,132557,82299,119079,1436962,156307.0,MAM
2022-05-12,1201778,104778,122067,69392,100454,1459725,153070.0,MAM
2022-05-13,1208651,115905,109687,77070,93823,1468704,137424.0,MAM
2022-05-18,1221617,135707,135310,81549,144462,1335487,157132.0,MAM
2022-05-20,1206019,135343,136195,96345,164699,1338171,134492.0,MAM
2022-05-25,1291581,176055,132508,98109,163843,1191327,157841.0,MAM
2022-05-27,1333071,189416,167717,91352,161823,1106637,161248.0,MAM
2022-06-01,1419083,196041,236596,106033,149905,938892,164714.0,JJA
2022-06-02,1451868,186496,234866,88083,142525,945393,162033.0,JJA
2022-06-03,1446315,217446,206147,98247,131841,959357,151911.0,JJA
2022-06-09,1695130,227540,182046,57197,105296,820218,123837.0,JJA
2022-06-10,1684048,227010,163211,65855,110101,843071,117968.0,JJA
2022-06-15,1772476,185291,136269,73554,118563,821383,103728.0,JJA
2022-06-16,1719635,234959,136519,79646,122348,813278,104879.0,JJA
2022-06-17,1770156,208711,118138,70604,127356,814987,101312.0,JJA
2022-06-22,1867908,223607,133256,71776,104633,712142,97942.0,JJA
2022-06-23,1902107,221125,139981,60398,104238,685962,97453.0,JJA
2022-06-24,1927748,232285,118367,66236,86494,691167,88967.0,JJA
2022-06-29,2035346,230576,99860,31971,47992,679669,85850.0,JJA
2022-06-30,2032527,211523,110440,44893,55850,672730,83301.0,JJA
2022-07-01,2011657,234293,103507,45279,53745,680075,82708.0,JJA
2022-07-06,2037674,252550,97138,51755,72012,661703,38432.0,JJA
2022-07-07,2258359,122487,51981,38297,59413,648165,32562.0,JJA
2022-07-08,2041806,288633,70913,46090,71185,653604,39033.0,JJA
2022-07-13,2284325,121440,74071,31932,43374,636349,19773.0,JJA
2022-07-14,2117084,234923,104989,38941,51248,631032,33047.0,JJA
2022-07-15,2116253,271869,86401,42826,53748,606430,33737.0,JJA
2022-07-20,2258535,225027,56873,37748,72994,538077,22010.0,JJA
2022-07-21,2278825,216702,48409,28606,59354,552808,26560.0,JJA
2022-07-22,2272103,217688,62977,36777,47419,548929,25371.0,JJA
2022-07-27,2321221,195819,80090,46036,46393,509790,11915.0,JJA
2022-07-28,2337186,171100,83721,47014,49900,509769,12574.0,JJA
2022-07-29,2325560,180592,74605,55884,57618,504597,12408.0,JJA
2022-08-03,2436383,131867,36798,31331,35643,536623,2619.0,JJA
2022-08-04,2452981,120997,42728,30306,40403,521414,2435.0,JJA
2022-08-05,2450045,124278,39912,39523,45593,509522,2391.0,JJA
2022-08-10,2307018,252883,42634,37080,56897,507251,7501.0,JJA
2022-08-11,2372200,205379,43950,39210,38600,504676,7249.0,JJA
2022-08-12,2379267,206988,35358,36608,36490,511428,5125.0,JJA
2022-08-17,2391441,184577,38532,55003,45647,492605,3459.0,JJA
2022-08-18,2431230,160487,44764,47881,31747,495155,,JJA
2022-08-19,2423689,155792,45111,51319,42081,493272,,JJA
2022-08-24,2428581,133033,63307,55002,64150,460685,6506.0,JJA
2022-08-25,2435683,110889,60980,61700,67979,467542,6491.0,JJA
