,mean_values,std_values
sic,32.7581703385378,43.46910983942022
sst,-3162.769886274183,10087.929262799727
sic_trend,0.05419076115369913,3.2543674962877676
ts0/t2m,269.48485962586386,9.568262721145521
ts1/t2m,269.474076205282,9.610333624442726
ts0/xwind,0.9315435014165441,5.2322924179057875
ts1/xwind,0.9419024695948014,5.056389739587991
ts0/ywind,-0.4543399071185115,5.329506519573455
ts1/ywind,-0.49450262940234974,5.225294950382304
