,mean_values,std_values
sic,1.7464869463683639,2.2561376516226113
sst,-3128.1872636620983,10042.806890944465
sic_trend,0.2468755900892383,9.124324404801676
ts0/t2m,269.44352974863295,9.339776105301285
ts1/t2m,269.32135034075105,9.417782769746298
ts0/xwind,0.709125326867553,5.381175177595193
ts1/xwind,0.8468399520365787,5.178226918254957
ts0/ywind,-0.4830438164245329,5.329816721120851
ts1/ywind,-0.5606333752867083,5.2115281066965995
